target_gene,peak,spearman_r,TF
AC046195.2,chr8:138062097-138062908,-0.17011803986516674,HIF3A
AC046195.2,chr8:138062097-138062908,-0.17011803986516674,EYA1
DOCK8,chr9:394066-395282,-0.13365453145651734,MECOM
DOCK8,chr9:394066-395282,-0.13365453145651734,IKZF1
DOCK8,chr9:394066-395282,-0.13365453145651734,EBF1
DOCK8,chr9:394066-395282,-0.13365453145651734,RUNX1
DOCK8,chr9:394066-395282,-0.13365453145651734,ZIC1
DOCK8,chr9:394066-395282,-0.13365453145651734,ZFHX3
DOCK8,chr9:394066-395282,-0.13365453145651734,ONECUT1
DOCK8,chr9:394066-395282,-0.13365453145651734,TLL1
DOCK8,chr9:394066-395282,-0.13365453145651734,RUNX2
DOCK8,chr9:394066-395282,-0.13365453145651734,ERG
DOCK8,chr9:394066-395282,-0.13365453145651734,FLI1
DOCK8,chr9:394066-395282,-0.13365453145651734,LEF1
DOCK8,chr9:394066-395282,-0.13365453145651734,RFX4
DOCK8,chr9:394066-395282,-0.13365453145651734,SOX6
DOCK8,chr9:394066-395282,-0.13365453145651734,GLI3
DOCK8,chr9:394066-395282,-0.13365453145651734,GLIS3
DOCK8,chr9:394066-395282,-0.13365453145651734,TBX18
DOCK8,chr9:394066-395282,-0.13365453145651734,PRRX1
DOCK8,chr9:394066-395282,-0.13365453145651734,RIT2
DOCK8,chr9:394066-395282,-0.13365453145651734,TAC1
DOCK8,chr9:394066-395282,-0.13365453145651734,NFIA
DOCK8,chr9:394066-395282,-0.13365453145651734,PRDM16
DOCK8,chr9:394066-395282,-0.13365453145651734,ZNF98
DOCK8,chr9:394066-395282,-0.13365453145651734,ZNF208
DOCK8,chr9:394066-395282,-0.13365453145651734,HIF3A
DOCK8,chr9:394066-395282,-0.13365453145651734,EYA1
GLIS3,chr9:4296316-4300877,0.14358533574748442,MECOM
GLIS3,chr9:4296316-4300877,0.14358533574748442,IKZF1
GLIS3,chr9:4296316-4300877,0.14358533574748442,EBF1
GLIS3,chr9:4296316-4300877,0.14358533574748442,RUNX1
GLIS3,chr9:4296316-4300877,0.14358533574748442,ZIC1
GLIS3,chr9:4296316-4300877,0.14358533574748442,ZFHX3
GLIS3,chr9:4296316-4300877,0.14358533574748442,ONECUT1
GLIS3,chr9:4296316-4300877,0.14358533574748442,TLL1
GLIS3,chr9:4296316-4300877,0.14358533574748442,RUNX2
GLIS3,chr9:4296316-4300877,0.14358533574748442,ERG
GLIS3,chr9:4296316-4300877,0.14358533574748442,FLI1
GLIS3,chr9:4296316-4300877,0.14358533574748442,LEF1
GLIS3,chr9:4296316-4300877,0.14358533574748442,RFX4
GLIS3,chr9:4296316-4300877,0.14358533574748442,SOX6
GLIS3,chr9:4296316-4300877,0.14358533574748442,GLI3
GLIS3,chr9:4296316-4300877,0.14358533574748442,TBX18
GLIS3,chr9:4296316-4300877,0.14358533574748442,PRRX1
GLIS3,chr9:4296316-4300877,0.14358533574748442,RIT2
GLIS3,chr9:4296316-4300877,0.14358533574748442,TAC1
GLIS3,chr9:4296316-4300877,0.14358533574748442,NFIA
GLIS3,chr9:4296316-4300877,0.14358533574748442,PRDM16
GLIS3,chr9:4296316-4300877,0.14358533574748442,ZNF98
GLIS3,chr9:4296316-4300877,0.14358533574748442,ZNF208
GLIS3,chr9:4296316-4300877,0.14358533574748442,HIF3A
GLIS3,chr9:4296316-4300877,0.14358533574748442,EYA1
GLIS3,chr9:4307611-4311675,0.13215072966821328,MECOM
GLIS3,chr9:4307611-4311675,0.13215072966821328,IKZF1
GLIS3,chr9:4307611-4311675,0.13215072966821328,EBF1
GLIS3,chr9:4307611-4311675,0.13215072966821328,RUNX1
GLIS3,chr9:4307611-4311675,0.13215072966821328,ZIC1
GLIS3,chr9:4307611-4311675,0.13215072966821328,ZFHX3
GLIS3,chr9:4307611-4311675,0.13215072966821328,ONECUT1
GLIS3,chr9:4307611-4311675,0.13215072966821328,TLL1
GLIS3,chr9:4307611-4311675,0.13215072966821328,RUNX2
GLIS3,chr9:4307611-4311675,0.13215072966821328,ERG
GLIS3,chr9:4307611-4311675,0.13215072966821328,FLI1
GLIS3,chr9:4307611-4311675,0.13215072966821328,LEF1
GLIS3,chr9:4307611-4311675,0.13215072966821328,RFX4
GLIS3,chr9:4307611-4311675,0.13215072966821328,SOX6
GLIS3,chr9:4307611-4311675,0.13215072966821328,GLI3
GLIS3,chr9:4307611-4311675,0.13215072966821328,TBX18
GLIS3,chr9:4307611-4311675,0.13215072966821328,PRRX1
GLIS3,chr9:4307611-4311675,0.13215072966821328,RIT2
GLIS3,chr9:4307611-4311675,0.13215072966821328,TAC1
GLIS3,chr9:4307611-4311675,0.13215072966821328,NFIA
GLIS3,chr9:4307611-4311675,0.13215072966821328,PRDM16
GLIS3,chr9:4307611-4311675,0.13215072966821328,ZNF98
GLIS3,chr9:4307611-4311675,0.13215072966821328,ZNF208
GLIS3,chr9:4307611-4311675,0.13215072966821328,HIF3A
GLIS3,chr9:4307611-4311675,0.13215072966821328,EYA1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,MECOM
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,IKZF1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,RUNX1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,ONECUT1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,TLL1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,RUNX2
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,ERG
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,FLI1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,LEF1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,SOX6
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,PRRX1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,GLI3
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,RIT2
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,EBF1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,TAC1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,RFX4
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,ZIC1
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,NFIA
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,PRDM16
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,ZNF98
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,ZNF208
AL353595.1,chr9:11697206-11697462,-0.23702019738087998,EYA1
BNC2,chr9:16884945-16885280,0.14506471329641485,MECOM
BNC2,chr9:16884945-16885280,0.14506471329641485,EBF1
BNC2,chr9:16884945-16885280,0.14506471329641485,RUNX1
BNC2,chr9:16884945-16885280,0.14506471329641485,RUNX2
BNC2,chr9:16884945-16885280,0.14506471329641485,ERG
BNC2,chr9:16884945-16885280,0.14506471329641485,FLI1
BNC2,chr9:16884945-16885280,0.14506471329641485,RFX4
BNC2,chr9:16884945-16885280,0.14506471329641485,LEF1
BNC2,chr9:16884945-16885280,0.14506471329641485,IKZF1
BNC2,chr9:16884945-16885280,0.14506471329641485,TBX18
BNC2,chr9:16884945-16885280,0.14506471329641485,PRRX1
BNC2,chr9:16884945-16885280,0.14506471329641485,ZIC1
BNC2,chr9:16884945-16885280,0.14506471329641485,SOX6
BNC2,chr9:16884945-16885280,0.14506471329641485,RIT2
BNC2,chr9:16884945-16885280,0.14506471329641485,GLIS3
BNC2,chr9:16884945-16885280,0.14506471329641485,PRDM16
BNC2,chr9:16884945-16885280,0.14506471329641485,ZNF98
BNC2,chr9:16884945-16885280,0.14506471329641485,ZNF208
BNC2,chr9:16884945-16885280,0.14506471329641485,HIF3A
BNC2,chr9:16884945-16885280,0.14506471329641485,TLL1
BNC2,chr9:16884945-16885280,0.14506471329641485,EYA1
BNC2,chr9:16915581-16915836,0.12055419798007616,IKZF1
BNC2,chr9:16915581-16915836,0.12055419798007616,EBF1
BNC2,chr9:16915581-16915836,0.12055419798007616,RUNX1
BNC2,chr9:16915581-16915836,0.12055419798007616,ZIC1
BNC2,chr9:16915581-16915836,0.12055419798007616,RUNX2
BNC2,chr9:16915581-16915836,0.12055419798007616,RFX4
BNC2,chr9:16915581-16915836,0.12055419798007616,LEF1
BNC2,chr9:16915581-16915836,0.12055419798007616,GLIS3
BNC2,chr9:16915581-16915836,0.12055419798007616,TBX18
BNC2,chr9:16915581-16915836,0.12055419798007616,GLI3
BNC2,chr9:16915581-16915836,0.12055419798007616,RIT2
BNC2,chr9:16915581-16915836,0.12055419798007616,TAC1
BNC2,chr9:16915581-16915836,0.12055419798007616,TLL1
BNC2,chr9:16915581-16915836,0.12055419798007616,MECOM
BNC2,chr9:16915581-16915836,0.12055419798007616,PRDM16
BNC2,chr9:16915581-16915836,0.12055419798007616,ZNF98
BNC2,chr9:16915581-16915836,0.12055419798007616,ZNF208
BNC2,chr9:16915581-16915836,0.12055419798007616,ERG
BNC2,chr9:16915581-16915836,0.12055419798007616,NFIA
BNC2,chr9:16915581-16915836,0.12055419798007616,FLI1
BNC2,chr9:16915581-16915836,0.12055419798007616,EYA1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,MECOM
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,IKZF1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,EBF1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,RUNX1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ZIC1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ZFHX3
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ONECUT1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,TLL1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,RUNX2
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ERG
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,FLI1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,LEF1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,RFX4
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,SOX6
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,GLI3
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,GLIS3
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,TBX18
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,PRRX1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,RIT2
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,TAC1
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,NFIA
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,PRDM16
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ZNF98
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,ZNF208
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,HIF3A
ADAMTSL1,chr9:17905425-17908446,0.11910775871296875,EYA1
TRPM3,chr9:71368278-71368512,0.14576660539526978,IKZF1
TRPM3,chr9:71368278-71368512,0.14576660539526978,EBF1
TRPM3,chr9:71368278-71368512,0.14576660539526978,ERG
TRPM3,chr9:71368278-71368512,0.14576660539526978,FLI1
TRPM3,chr9:71368278-71368512,0.14576660539526978,RFX4
TRPM3,chr9:71368278-71368512,0.14576660539526978,LEF1
TRPM3,chr9:71368278-71368512,0.14576660539526978,GLI3
TRPM3,chr9:71368278-71368512,0.14576660539526978,RIT2
TRPM3,chr9:71368278-71368512,0.14576660539526978,TAC1
TRPM3,chr9:71368278-71368512,0.14576660539526978,ZIC1
TRPM3,chr9:71368278-71368512,0.14576660539526978,ONECUT1
TRPM3,chr9:71368278-71368512,0.14576660539526978,SOX6
TRPM3,chr9:71368278-71368512,0.14576660539526978,NFIA
TRPM3,chr9:71368278-71368512,0.14576660539526978,RUNX2
TRPM3,chr9:71368278-71368512,0.14576660539526978,PRRX1
TRPM3,chr9:71368278-71368512,0.14576660539526978,GLIS3
TRPM3,chr9:71368278-71368512,0.14576660539526978,ZNF98
TRPM3,chr9:71368278-71368512,0.14576660539526978,ZNF208
TRPM3,chr9:71368278-71368512,0.14576660539526978,TLL1
TRPM3,chr9:71368278-71368512,0.14576660539526978,PRDM16
GNA14,chr9:77598477-77598891,-0.1040930582758766,MECOM
GNA14,chr9:77598477-77598891,-0.1040930582758766,IKZF1
GNA14,chr9:77598477-77598891,-0.1040930582758766,RUNX1
GNA14,chr9:77598477-77598891,-0.1040930582758766,ZIC1
GNA14,chr9:77598477-77598891,-0.1040930582758766,ONECUT1
GNA14,chr9:77598477-77598891,-0.1040930582758766,TLL1
GNA14,chr9:77598477-77598891,-0.1040930582758766,RUNX2
GNA14,chr9:77598477-77598891,-0.1040930582758766,ERG
GNA14,chr9:77598477-77598891,-0.1040930582758766,FLI1
GNA14,chr9:77598477-77598891,-0.1040930582758766,LEF1
GNA14,chr9:77598477-77598891,-0.1040930582758766,RFX4
GNA14,chr9:77598477-77598891,-0.1040930582758766,GLI3
GNA14,chr9:77598477-77598891,-0.1040930582758766,GLIS3
GNA14,chr9:77598477-77598891,-0.1040930582758766,TBX18
GNA14,chr9:77598477-77598891,-0.1040930582758766,PRRX1
GNA14,chr9:77598477-77598891,-0.1040930582758766,RIT2
GNA14,chr9:77598477-77598891,-0.1040930582758766,TAC1
GNA14,chr9:77598477-77598891,-0.1040930582758766,SOX6
GNA14,chr9:77598477-77598891,-0.1040930582758766,NFIA
GNA14,chr9:77598477-77598891,-0.1040930582758766,PRDM16
GNA14,chr9:77598477-77598891,-0.1040930582758766,ZNF98
GNA14,chr9:77598477-77598891,-0.1040930582758766,ZNF208
GNA14,chr9:77598477-77598891,-0.1040930582758766,EYA1
RASEF,chr9:83154396-83155165,0.10409124291765019,MECOM
RASEF,chr9:83154396-83155165,0.10409124291765019,IKZF1
RASEF,chr9:83154396-83155165,0.10409124291765019,EBF1
RASEF,chr9:83154396-83155165,0.10409124291765019,RUNX1
RASEF,chr9:83154396-83155165,0.10409124291765019,ZIC1
RASEF,chr9:83154396-83155165,0.10409124291765019,ZFHX3
RASEF,chr9:83154396-83155165,0.10409124291765019,ONECUT1
RASEF,chr9:83154396-83155165,0.10409124291765019,TLL1
RASEF,chr9:83154396-83155165,0.10409124291765019,RUNX2
RASEF,chr9:83154396-83155165,0.10409124291765019,ERG
RASEF,chr9:83154396-83155165,0.10409124291765019,FLI1
RASEF,chr9:83154396-83155165,0.10409124291765019,LEF1
RASEF,chr9:83154396-83155165,0.10409124291765019,SOX6
RASEF,chr9:83154396-83155165,0.10409124291765019,GLI3
RASEF,chr9:83154396-83155165,0.10409124291765019,GLIS3
RASEF,chr9:83154396-83155165,0.10409124291765019,TBX18
RASEF,chr9:83154396-83155165,0.10409124291765019,PRRX1
RASEF,chr9:83154396-83155165,0.10409124291765019,RIT2
RASEF,chr9:83154396-83155165,0.10409124291765019,TAC1
RASEF,chr9:83154396-83155165,0.10409124291765019,RFX4
RASEF,chr9:83154396-83155165,0.10409124291765019,NFIA
RASEF,chr9:83154396-83155165,0.10409124291765019,PRDM16
RASEF,chr9:83154396-83155165,0.10409124291765019,ZNF98
RASEF,chr9:83154396-83155165,0.10409124291765019,ZNF208
RASEF,chr9:83154396-83155165,0.10409124291765019,HIF3A
RASEF,chr9:83154396-83155165,0.10409124291765019,EYA1
RASEF,chr9:83299576-83299951,0.6404898693400799,MECOM
RASEF,chr9:83299576-83299951,0.6404898693400799,IKZF1
RASEF,chr9:83299576-83299951,0.6404898693400799,RUNX1
RASEF,chr9:83299576-83299951,0.6404898693400799,ZFHX3
RASEF,chr9:83299576-83299951,0.6404898693400799,RUNX2
RASEF,chr9:83299576-83299951,0.6404898693400799,ERG
RASEF,chr9:83299576-83299951,0.6404898693400799,FLI1
RASEF,chr9:83299576-83299951,0.6404898693400799,RFX4
RASEF,chr9:83299576-83299951,0.6404898693400799,EBF1
RASEF,chr9:83299576-83299951,0.6404898693400799,LEF1
RASEF,chr9:83299576-83299951,0.6404898693400799,SOX6
RASEF,chr9:83299576-83299951,0.6404898693400799,PRRX1
RASEF,chr9:83299576-83299951,0.6404898693400799,GLI3
RASEF,chr9:83299576-83299951,0.6404898693400799,RIT2
RASEF,chr9:83299576-83299951,0.6404898693400799,ZIC1
RASEF,chr9:83299576-83299951,0.6404898693400799,GLIS3
RASEF,chr9:83299576-83299951,0.6404898693400799,PRDM16
RASEF,chr9:83299576-83299951,0.6404898693400799,ZNF98
RASEF,chr9:83299576-83299951,0.6404898693400799,ZNF208
RASEF,chr9:83299576-83299951,0.6404898693400799,HIF3A
RASEF,chr9:83299576-83299951,0.6404898693400799,TLL1
RASEF,chr9:83299576-83299951,0.6404898693400799,NFIA
RASEF,chr9:83299576-83299951,0.6404898693400799,EYA1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,MECOM
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,IKZF1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,EBF1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,RUNX1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ZIC1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ZFHX3
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ONECUT1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,TLL1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,RUNX2
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ERG
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,FLI1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,LEF1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,RFX4
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,SOX6
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,GLI3
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,GLIS3
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,TBX18
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,PRRX1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,RIT2
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,TAC1
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,NFIA
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,PRDM16
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ZNF98
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,ZNF208
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,HIF3A
AL161629.1,chr9:89825692-89826830,-0.12286033799740671,EYA1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,MECOM
GRIN3A,chr9:101736520-101739941,0.12809060737847588,IKZF1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,EBF1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,RUNX1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ZIC1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ZFHX3
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ONECUT1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,TLL1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,RUNX2
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ERG
GRIN3A,chr9:101736520-101739941,0.12809060737847588,FLI1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,LEF1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,RFX4
GRIN3A,chr9:101736520-101739941,0.12809060737847588,SOX6
GRIN3A,chr9:101736520-101739941,0.12809060737847588,GLI3
GRIN3A,chr9:101736520-101739941,0.12809060737847588,GLIS3
GRIN3A,chr9:101736520-101739941,0.12809060737847588,TBX18
GRIN3A,chr9:101736520-101739941,0.12809060737847588,PRRX1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,RIT2
GRIN3A,chr9:101736520-101739941,0.12809060737847588,TAC1
GRIN3A,chr9:101736520-101739941,0.12809060737847588,NFIA
GRIN3A,chr9:101736520-101739941,0.12809060737847588,PRDM16
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ZNF98
GRIN3A,chr9:101736520-101739941,0.12809060737847588,ZNF208
GRIN3A,chr9:101736520-101739941,0.12809060737847588,HIF3A
GRIN3A,chr9:101736520-101739941,0.12809060737847588,EYA1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,MECOM
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,IKZF1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,EBF1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,RUNX1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ZFHX3
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ONECUT1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,TLL1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,RUNX2
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,LEF1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ERG
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,FLI1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,RFX4
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,SOX6
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,GLI3
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,GLIS3
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,TBX18
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,PRRX1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,RIT2
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,TAC1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ZIC1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,NFIA
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ZNF98
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,ZNF208
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,HIF3A
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,EYA1
GRIN3A,chr9:101875315-101875762,-0.1620559489904131,PRDM16
LPAR1,chr9:110828324-110828649,0.2126108524211427,MECOM
LPAR1,chr9:110828324-110828649,0.2126108524211427,IKZF1
LPAR1,chr9:110828324-110828649,0.2126108524211427,EBF1
LPAR1,chr9:110828324-110828649,0.2126108524211427,ZFHX3
LPAR1,chr9:110828324-110828649,0.2126108524211427,ONECUT1
LPAR1,chr9:110828324-110828649,0.2126108524211427,TLL1
LPAR1,chr9:110828324-110828649,0.2126108524211427,RUNX1
LPAR1,chr9:110828324-110828649,0.2126108524211427,RUNX2
LPAR1,chr9:110828324-110828649,0.2126108524211427,ERG
LPAR1,chr9:110828324-110828649,0.2126108524211427,FLI1
LPAR1,chr9:110828324-110828649,0.2126108524211427,LEF1
LPAR1,chr9:110828324-110828649,0.2126108524211427,RFX4
LPAR1,chr9:110828324-110828649,0.2126108524211427,SOX6
LPAR1,chr9:110828324-110828649,0.2126108524211427,GLI3
LPAR1,chr9:110828324-110828649,0.2126108524211427,RIT2
LPAR1,chr9:110828324-110828649,0.2126108524211427,TAC1
LPAR1,chr9:110828324-110828649,0.2126108524211427,ZIC1
LPAR1,chr9:110828324-110828649,0.2126108524211427,NFIA
LPAR1,chr9:110828324-110828649,0.2126108524211427,PRRX1
LPAR1,chr9:110828324-110828649,0.2126108524211427,PRDM16
LPAR1,chr9:110828324-110828649,0.2126108524211427,ZNF98
LPAR1,chr9:110828324-110828649,0.2126108524211427,ZNF208
LPAR1,chr9:110828324-110828649,0.2126108524211427,HIF3A
LPAR1,chr9:110828324-110828649,0.2126108524211427,GLIS3
LPAR1,chr9:110828324-110828649,0.2126108524211427,EYA1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,MECOM
LPAR1,chr9:110875332-110875671,-0.2118131603720969,IKZF1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,EBF1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,RUNX1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,ZIC1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,TLL1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,RUNX2
LPAR1,chr9:110875332-110875671,-0.2118131603720969,ERG
LPAR1,chr9:110875332-110875671,-0.2118131603720969,FLI1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,LEF1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,RFX4
LPAR1,chr9:110875332-110875671,-0.2118131603720969,SOX6
LPAR1,chr9:110875332-110875671,-0.2118131603720969,GLIS3
LPAR1,chr9:110875332-110875671,-0.2118131603720969,TBX18
LPAR1,chr9:110875332-110875671,-0.2118131603720969,GLI3
LPAR1,chr9:110875332-110875671,-0.2118131603720969,RIT2
LPAR1,chr9:110875332-110875671,-0.2118131603720969,PRDM16
LPAR1,chr9:110875332-110875671,-0.2118131603720969,ZNF98
LPAR1,chr9:110875332-110875671,-0.2118131603720969,ZNF208
LPAR1,chr9:110875332-110875671,-0.2118131603720969,ONECUT1
LPAR1,chr9:110875332-110875671,-0.2118131603720969,NFIA
LPAR1,chr9:110877018-110877729,-0.12377498492313768,MECOM
LPAR1,chr9:110877018-110877729,-0.12377498492313768,IKZF1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,EBF1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,RUNX1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ZFHX3
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ONECUT1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,TLL1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,RUNX2
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ERG
LPAR1,chr9:110877018-110877729,-0.12377498492313768,FLI1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,LEF1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,SOX6
LPAR1,chr9:110877018-110877729,-0.12377498492313768,GLI3
LPAR1,chr9:110877018-110877729,-0.12377498492313768,TBX18
LPAR1,chr9:110877018-110877729,-0.12377498492313768,PRRX1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,RIT2
LPAR1,chr9:110877018-110877729,-0.12377498492313768,TAC1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,RFX4
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ZIC1
LPAR1,chr9:110877018-110877729,-0.12377498492313768,GLIS3
LPAR1,chr9:110877018-110877729,-0.12377498492313768,NFIA
LPAR1,chr9:110877018-110877729,-0.12377498492313768,PRDM16
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ZNF98
LPAR1,chr9:110877018-110877729,-0.12377498492313768,ZNF208
LPAR1,chr9:110877018-110877729,-0.12377498492313768,HIF3A
TNC,chr9:115039499-115040015,-0.14228998148833194,MECOM
TNC,chr9:115039499-115040015,-0.14228998148833194,IKZF1
TNC,chr9:115039499-115040015,-0.14228998148833194,EBF1
TNC,chr9:115039499-115040015,-0.14228998148833194,RUNX1
TNC,chr9:115039499-115040015,-0.14228998148833194,ZIC1
TNC,chr9:115039499-115040015,-0.14228998148833194,ZFHX3
TNC,chr9:115039499-115040015,-0.14228998148833194,ONECUT1
TNC,chr9:115039499-115040015,-0.14228998148833194,TLL1
TNC,chr9:115039499-115040015,-0.14228998148833194,RUNX2
TNC,chr9:115039499-115040015,-0.14228998148833194,ERG
TNC,chr9:115039499-115040015,-0.14228998148833194,FLI1
TNC,chr9:115039499-115040015,-0.14228998148833194,LEF1
TNC,chr9:115039499-115040015,-0.14228998148833194,RFX4
TNC,chr9:115039499-115040015,-0.14228998148833194,SOX6
TNC,chr9:115039499-115040015,-0.14228998148833194,GLI3
TNC,chr9:115039499-115040015,-0.14228998148833194,GLIS3
