motif_id,peak
M07242,chr2:228180040-228182399
M07260,chr2:228180040-228182399
M07276,chr2:228180040-228182399
M07284,chr2:228180040-228182399
M07292,chr2:228180040-228182399
M07305,chr2:228180040-228182399
M07344,chr2:228180040-228182399
M07345,chr2:228180040-228182399
M07351,chr2:228180040-228182399
M07357,chr2:228180040-228182399
M07382,chr2:228180040-228182399
M07411,chr2:228180040-228182399
M07433,chr2:228180040-228182399
M07604,chr2:228180040-228182399
M07605,chr2:228180040-228182399
M07968,chr2:228180040-228182399
M07969,chr2:228180040-228182399
M08008,chr2:228180040-228182399
M08281,chr2:228180040-228182399
M08282,chr2:228180040-228182399
M08283,chr2:228180040-228182399
M08284,chr2:228180040-228182399
M08285,chr2:228180040-228182399
M08289,chr2:228180040-228182399
M08445,chr2:228180040-228182399
M08468,chr2:228180040-228182399
M08469,chr2:228180040-228182399
M08470,chr2:228180040-228182399
M08471,chr2:228180040-228182399
M08472,chr2:228180040-228182399
M08481,chr2:228180040-228182399
M08487,chr2:228180040-228182399
M08510,chr2:228180040-228182399
M08574,chr2:228180040-228182399
M08637,chr2:228180040-228182399
M08656,chr2:228180040-228182399
M08741,chr2:228180040-228182399
M08766,chr2:228180040-228182399
M08785,chr2:228180040-228182399
M08792,chr2:228180040-228182399
M08793,chr2:228180040-228182399
M08794,chr2:228180040-228182399
M08835,chr2:228180040-228182399
M08865,chr2:228180040-228182399
M08866,chr2:228180040-228182399
M08880,chr2:228180040-228182399
M08881,chr2:228180040-228182399
M08899,chr2:228180040-228182399
M08902,chr2:228180040-228182399
M08913,chr2:228180040-228182399
M08948,chr2:228180040-228182399
M08975,chr2:228180040-228182399
M09275,chr2:228180040-228182399
M09598,chr2:228180040-228182399
M09608,chr2:228180040-228182399
M09613,chr2:228180040-228182399
M09653,chr2:228180040-228182399
M09679,chr2:228180040-228182399
M09685,chr2:228180040-228182399
M09885,chr2:228180040-228182399
M09907,chr2:228180040-228182399
M09920,chr2:228180040-228182399
M09949,chr2:228180040-228182399
M09975,chr2:228180040-228182399
M10052,chr2:228180040-228182399
M10053,chr2:228180040-228182399
M10091,chr2:228180040-228182399
M10198,chr2:228180040-228182399
M10222,chr2:228180040-228182399
M10234,chr2:228180040-228182399
M10262,chr2:228180040-228182399
M10281,chr2:228180040-228182399
M10348,chr2:228180040-228182399
M10360,chr2:228180040-228182399
M00011,chr2:30035061-30035564
M00078,chr2:30035061-30035564
M00079,chr2:30035061-30035564
M00080,chr2:30035061-30035564
M00081,chr2:30035061-30035564
M00082,chr2:30035061-30035564
M00086,chr2:30035061-30035564
M00087,chr2:30035061-30035564
M00088,chr2:30035061-30035564
M00141,chr2:30035061-30035564
M00271,chr2:30035061-30035564
M00616,chr2:30035061-30035564
M00639,chr2:30035061-30035564
M00679,chr2:30035061-30035564
M00731,chr2:30035061-30035564
M00771,chr2:30035061-30035564
M00805,chr2:30035061-30035564
M00971,chr2:30035061-30035564
M00977,chr2:30035061-30035564
M00978,chr2:30035061-30035564
M00984,chr2:30035061-30035564
M01014,chr2:30035061-30035564
M01022,chr2:30035061-30035564
M01079,chr2:30035061-30035564
M01169,chr2:30035061-30035564
M01208,chr2:30035061-30035564
M01231,chr2:30035061-30035564
M01262,chr2:30035061-30035564
M01348,chr2:30035061-30035564
M01596,chr2:30035061-30035564
M01657,chr2:30035061-30035564
M01658,chr2:30035061-30035564
M01752,chr2:30035061-30035564
M01809,chr2:30035061-30035564
M01856,chr2:30035061-30035564
M01871,chr2:30035061-30035564
M01892,chr2:30035061-30035564
M01985,chr2:30035061-30035564
M02019,chr2:30035061-30035564
M02038,chr2:30035061-30035564
M02062,chr2:30035061-30035564
M02267,chr2:30035061-30035564
M02371,chr2:30035061-30035564
M02774,chr2:30035061-30035564
M02893,chr2:30035061-30035564
M02939,chr2:30035061-30035564
M03155,chr2:30035061-30035564
M03794,chr2:30035061-30035564
M03857,chr2:30035061-30035564
M03888,chr2:30035061-30035564
M03905,chr2:30035061-30035564
M03930,chr2:30035061-30035564
M03955,chr2:30035061-30035564
M03964,chr2:30035061-30035564
M03975,chr2:30035061-30035564
M03988,chr2:30035061-30035564
M03989,chr2:30035061-30035564
M04003,chr2:30035061-30035564
M04056,chr2:30035061-30035564
M04100,chr2:30035061-30035564
M04107,chr2:30035061-30035564
M04630,chr2:30035061-30035564
M04633,chr2:30035061-30035564
M04729,chr2:30035061-30035564
M04924,chr2:30035061-30035564
M05489,chr2:30035061-30035564
M05603,chr2:30035061-30035564
M05714,chr2:30035061-30035564
M05946,chr2:30035061-30035564
M05962,chr2:30035061-30035564
M06019,chr2:30035061-30035564
M06021,chr2:30035061-30035564
M06042,chr2:30035061-30035564
M06043,chr2:30035061-30035564
M06044,chr2:30035061-30035564
M06048,chr2:30035061-30035564
M06084,chr2:30035061-30035564
M06946,chr2:30035061-30035564
M06950,chr2:30035061-30035564
M07046,chr2:30035061-30035564
M07088,chr2:30035061-30035564
M07089,chr2:30035061-30035564
M07124,chr2:30035061-30035564
M07128,chr2:30035061-30035564
M07207,chr2:30035061-30035564
M07260,chr2:30035061-30035564
M07276,chr2:30035061-30035564
M07284,chr2:30035061-30035564
M07344,chr2:30035061-30035564
M07345,chr2:30035061-30035564
M07351,chr2:30035061-30035564
M07382,chr2:30035061-30035564
M07411,chr2:30035061-30035564
M07433,chr2:30035061-30035564
M07604,chr2:30035061-30035564
M07605,chr2:30035061-30035564
M07968,chr2:30035061-30035564
M07969,chr2:30035061-30035564
M08008,chr2:30035061-30035564
M08281,chr2:30035061-30035564
M08284,chr2:30035061-30035564
M08285,chr2:30035061-30035564
M08289,chr2:30035061-30035564
M08445,chr2:30035061-30035564
M08468,chr2:30035061-30035564
M08469,chr2:30035061-30035564
M08470,chr2:30035061-30035564
M08471,chr2:30035061-30035564
M08472,chr2:30035061-30035564
M08481,chr2:30035061-30035564
M08487,chr2:30035061-30035564
M08510,chr2:30035061-30035564
M08574,chr2:30035061-30035564
M08656,chr2:30035061-30035564
M08741,chr2:30035061-30035564
M08766,chr2:30035061-30035564
M08785,chr2:30035061-30035564
M08792,chr2:30035061-30035564
M08793,chr2:30035061-30035564
M08835,chr2:30035061-30035564
M08866,chr2:30035061-30035564
M08880,chr2:30035061-30035564
M08881,chr2:30035061-30035564
M08899,chr2:30035061-30035564
M08902,chr2:30035061-30035564
M08913,chr2:30035061-30035564
M08948,chr2:30035061-30035564
M08975,chr2:30035061-30035564
M09275,chr2:30035061-30035564
M09598,chr2:30035061-30035564
M09608,chr2:30035061-30035564
M09613,chr2:30035061-30035564
M09653,chr2:30035061-30035564
M09679,chr2:30035061-30035564
M09685,chr2:30035061-30035564
M09885,chr2:30035061-30035564
M09907,chr2:30035061-30035564
M09920,chr2:30035061-30035564
M09949,chr2:30035061-30035564
M09975,chr2:30035061-30035564
M10052,chr2:30035061-30035564
M10053,chr2:30035061-30035564
M10091,chr2:30035061-30035564
M10198,chr2:30035061-30035564
M10222,chr2:30035061-30035564
M10234,chr2:30035061-30035564
M10262,chr2:30035061-30035564
M10281,chr2:30035061-30035564
M10348,chr2:30035061-30035564
M10360,chr2:30035061-30035564
M00011,chr2:53177246-53177871
M00078,chr2:53177246-53177871
M00086,chr2:53177246-53177871
M00087,chr2:53177246-53177871
M00088,chr2:53177246-53177871
M00141,chr2:53177246-53177871
M00261,chr2:53177246-53177871
M00271,chr2:53177246-53177871
M00448,chr2:53177246-53177871
M00616,chr2:53177246-53177871
M00639,chr2:53177246-53177871
M00679,chr2:53177246-53177871
M00731,chr2:53177246-53177871
M00751,chr2:53177246-53177871
M00769,chr2:53177246-53177871
M00771,chr2:53177246-53177871
M00805,chr2:53177246-53177871
M00971,chr2:53177246-53177871
M00977,chr2:53177246-53177871
M00978,chr2:53177246-53177871
M00984,chr2:53177246-53177871
M01014,chr2:53177246-53177871
M01022,chr2:53177246-53177871
M01037,chr2:53177246-53177871
M01080,chr2:53177246-53177871
M01169,chr2:53177246-53177871
M01208,chr2:53177246-53177871
M01231,chr2:53177246-53177871
M01262,chr2:53177246-53177871
M01348,chr2:53177246-53177871
M01596,chr2:53177246-53177871
M01657,chr2:53177246-53177871
M01658,chr2:53177246-53177871
M01704,chr2:53177246-53177871
M01752,chr2:53177246-53177871
M01809,chr2:53177246-53177871
M01856,chr2:53177246-53177871
M01871,chr2:53177246-53177871
M01892,chr2:53177246-53177871
M01985,chr2:53177246-53177871
M02002,chr2:53177246-53177871
M02019,chr2:53177246-53177871
M02038,chr2:53177246-53177871
M02062,chr2:53177246-53177871
M02084,chr2:53177246-53177871
M02267,chr2:53177246-53177871
M02371,chr2:53177246-53177871
M02774,chr2:53177246-53177871
M02789,chr2:53177246-53177871
M02878,chr2:53177246-53177871
M02893,chr2:53177246-53177871
M03155,chr2:53177246-53177871
M03560,chr2:53177246-53177871
M03794,chr2:53177246-53177871
M03829,chr2:53177246-53177871
M03857,chr2:53177246-53177871
M03888,chr2:53177246-53177871
M03955,chr2:53177246-53177871
M03964,chr2:53177246-53177871
M03975,chr2:53177246-53177871
M03976,chr2:53177246-53177871
M03988,chr2:53177246-53177871
M03989,chr2:53177246-53177871
M04003,chr2:53177246-53177871
M04099,chr2:53177246-53177871
M04100,chr2:53177246-53177871
M04106,chr2:53177246-53177871
M04431,chr2:53177246-53177871
M04432,chr2:53177246-53177871
M04630,chr2:53177246-53177871
M04633,chr2:53177246-53177871
M04729,chr2:53177246-53177871
M05489,chr2:53177246-53177871
M05713,chr2:53177246-53177871
M05714,chr2:53177246-53177871
M05946,chr2:53177246-53177871
M06021,chr2:53177246-53177871
M06042,chr2:53177246-53177871
M06043,chr2:53177246-53177871
M06044,chr2:53177246-53177871
M06049,chr2:53177246-53177871
M06051,chr2:53177246-53177871
M06084,chr2:53177246-53177871
M06946,chr2:53177246-53177871
M06950,chr2:53177246-53177871
M07046,chr2:53177246-53177871
M07088,chr2:53177246-53177871
M07089,chr2:53177246-53177871
M07124,chr2:53177246-53177871
M07128,chr2:53177246-53177871
M07207,chr2:53177246-53177871
M07242,chr2:53177246-53177871
M07260,chr2:53177246-53177871
M07276,chr2:53177246-53177871
M07284,chr2:53177246-53177871
M07292,chr2:53177246-53177871
M07305,chr2:53177246-53177871
M07351,chr2:53177246-53177871
M07357,chr2:53177246-53177871
M07382,chr2:53177246-53177871
M07411,chr2:53177246-53177871
M07433,chr2:53177246-53177871
M07604,chr2:53177246-53177871
M07605,chr2:53177246-53177871
M07968,chr2:53177246-53177871
M07969,chr2:53177246-53177871
M08008,chr2:53177246-53177871
M08281,chr2:53177246-53177871
M08282,chr2:53177246-53177871
M08284,chr2:53177246-53177871
M08285,chr2:53177246-53177871
M08289,chr2:53177246-53177871
M08445,chr2:53177246-53177871
M08468,chr2:53177246-53177871
M08469,chr2:53177246-53177871
M08470,chr2:53177246-53177871
M08471,chr2:53177246-53177871
M08472,chr2:53177246-53177871
M08481,chr2:53177246-53177871
M08510,chr2:53177246-53177871
M08574,chr2:53177246-53177871
M08637,chr2:53177246-53177871
M08656,chr2:53177246-53177871
M08741,chr2:53177246-53177871
M08766,chr2:53177246-53177871
M08785,chr2:53177246-53177871
M08793,chr2:53177246-53177871
M08794,chr2:53177246-53177871
M08835,chr2:53177246-53177871
M08865,chr2:53177246-53177871
M08866,chr2:53177246-53177871
M08880,chr2:53177246-53177871
M08881,chr2:53177246-53177871
M08899,chr2:53177246-53177871
M08902,chr2:53177246-53177871
M08913,chr2:53177246-53177871
M08948,chr2:53177246-53177871
M08975,chr2:53177246-53177871
M09275,chr2:53177246-53177871
M09598,chr2:53177246-53177871
M09608,chr2:53177246-53177871
M09613,chr2:53177246-53177871
M09653,chr2:53177246-53177871
M09679,chr2:53177246-53177871
M09685,chr2:53177246-53177871
M09885,chr2:53177246-53177871
M09907,chr2:53177246-53177871
M09920,chr2:53177246-53177871
M09949,chr2:53177246-53177871
M09975,chr2:53177246-53177871
M10052,chr2:53177246-53177871
M10053,chr2:53177246-53177871
M10091,chr2:53177246-53177871
M10198,chr2:53177246-53177871
M10222,chr2:53177246-53177871
M10262,chr2:53177246-53177871
M10281,chr2:53177246-53177871
M10348,chr2:53177246-53177871
M10360,chr2:53177246-53177871
M00011,chr3:100833518-100833812
M00078,chr3:100833518-100833812
M00079,chr3:100833518-100833812
M00080,chr3:100833518-100833812
M00081,chr3:100833518-100833812
M00082,chr3:100833518-100833812
M00141,chr3:100833518-100833812
M00616,chr3:100833518-100833812
M00639,chr3:100833518-100833812
M00805,chr3:100833518-100833812
M00978,chr3:100833518-100833812
M01014,chr3:100833518-100833812
M01022,chr3:100833518-100833812
M01169,chr3:100833518-100833812
M01348,chr3:100833518-100833812
M01658,chr3:100833518-100833812
M01809,chr3:100833518-100833812
M01892,chr3:100833518-100833812
M02002,chr3:100833518-100833812
M02019,chr3:100833518-100833812
M02073,chr3:100833518-100833812
M02774,chr3:100833518-100833812
M02878,chr3:100833518-100833812
M02893,chr3:100833518-100833812
M03155,chr3:100833518-100833812
M03794,chr3:100833518-100833812
M03829,chr3:100833518-100833812
M03857,chr3:100833518-100833812
M03888,chr3:100833518-100833812
M03905,chr3:100833518-100833812
M03955,chr3:100833518-100833812
M04003,chr3:100833518-100833812
M04056,chr3:100833518-100833812
M04431,chr3:100833518-100833812
M04432,chr3:100833518-100833812
M04630,chr3:100833518-100833812
M04633,chr3:100833518-100833812
M05489,chr3:100833518-100833812
M06019,chr3:100833518-100833812
M06021,chr3:100833518-100833812
M06042,chr3:100833518-100833812
M06044,chr3:100833518-100833812
M06946,chr3:100833518-100833812
M07046,chr3:100833518-100833812
M07128,chr3:100833518-100833812
M07284,chr3:100833518-100833812
M07357,chr3:100833518-100833812
M07411,chr3:100833518-100833812
M07433,chr3:100833518-100833812
M07604,chr3:100833518-100833812
M07605,chr3:100833518-100833812
M07968,chr3:100833518-100833812
M07969,chr3:100833518-100833812
M08008,chr3:100833518-100833812
M08282,chr3:100833518-100833812
M08284,chr3:100833518-100833812
M08285,chr3:100833518-100833812
M08289,chr3:100833518-100833812
M08445,chr3:100833518-100833812
M08468,chr3:100833518-100833812
M08481,chr3:100833518-100833812
M08510,chr3:100833518-100833812
M08574,chr3:100833518-100833812
M08656,chr3:100833518-100833812
M08741,chr3:100833518-100833812
M08785,chr3:100833518-100833812
M08792,chr3:100833518-100833812
M08793,chr3:100833518-100833812
M08794,chr3:100833518-100833812
M08899,chr3:100833518-100833812
M08902,chr3:100833518-100833812
M08913,chr3:100833518-100833812
M08948,chr3:100833518-100833812
M09275,chr3:100833518-100833812
M09608,chr3:100833518-100833812
M09949,chr3:100833518-100833812
M09975,chr3:100833518-100833812
M10052,chr3:100833518-100833812
M10053,chr3:100833518-100833812
M10091,chr3:100833518-100833812
M10262,chr3:100833518-100833812
M10281,chr3:100833518-100833812
M00011,chr3:126056465-126066324
M00078,chr3:126056465-126066324
M00079,chr3:126056465-126066324
M00080,chr3:126056465-126066324
M00081,chr3:126056465-126066324
M00082,chr3:126056465-126066324
M00086,chr3:126056465-126066324
M00087,chr3:126056465-126066324
M00088,chr3:126056465-126066324
M00141,chr3:126056465-126066324
M00261,chr3:126056465-126066324
M00271,chr3:126056465-126066324
M00448,chr3:126056465-126066324
M00616,chr3:126056465-126066324
M00639,chr3:126056465-126066324
M00679,chr3:126056465-126066324
M00731,chr3:126056465-126066324
M00751,chr3:126056465-126066324
M00769,chr3:126056465-126066324
M00771,chr3:126056465-126066324
M00805,chr3:126056465-126066324
M00971,chr3:126056465-126066324
M00975,chr3:126056465-126066324
M00977,chr3:126056465-126066324
M00978,chr3:126056465-126066324
M00984,chr3:126056465-126066324
M01014,chr3:126056465-126066324
M01022,chr3:126056465-126066324
M01037,chr3:126056465-126066324
M01079,chr3:126056465-126066324
M01080,chr3:126056465-126066324
M01169,chr3:126056465-126066324
M01208,chr3:126056465-126066324
M01231,chr3:126056465-126066324
M01262,chr3:126056465-126066324
M01348,chr3:126056465-126066324
M01596,chr3:126056465-126066324
M01657,chr3:126056465-126066324
M01658,chr3:126056465-126066324
M01704,chr3:126056465-126066324
M01752,chr3:126056465-126066324
M01809,chr3:126056465-126066324
M01856,chr3:126056465-126066324
M01871,chr3:126056465-126066324
M01892,chr3:126056465-126066324
M01985,chr3:126056465-126066324
M02002,chr3:126056465-126066324
M02019,chr3:126056465-126066324
M02038,chr3:126056465-126066324
M02062,chr3:126056465-126066324
M02073,chr3:126056465-126066324
M02084,chr3:126056465-126066324
M02267,chr3:126056465-126066324
M02371,chr3:126056465-126066324
M02774,chr3:126056465-126066324
M02789,chr3:126056465-126066324
M02835,chr3:126056465-126066324
M02878,chr3:126056465-126066324
M02893,chr3:126056465-126066324
M02939,chr3:126056465-126066324
M03155,chr3:126056465-126066324
M03560,chr3:126056465-126066324
M03794,chr3:126056465-126066324
M03829,chr3:126056465-126066324
M03857,chr3:126056465-126066324
M03888,chr3:126056465-126066324
M03905,chr3:126056465-126066324
M03930,chr3:126056465-126066324
M03955,chr3:126056465-126066324
M03964,chr3:126056465-126066324
M03975,chr3:126056465-126066324
M03976,chr3:126056465-126066324
M03988,chr3:126056465-126066324
M03989,chr3:126056465-126066324
M04003,chr3:126056465-126066324
M04056,chr3:126056465-126066324
M04099,chr3:126056465-126066324
M04100,chr3:126056465-126066324
M04106,chr3:126056465-126066324
M04107,chr3:126056465-126066324
M04108,chr3:126056465-126066324
M04431,chr3:126056465-126066324
M04432,chr3:126056465-126066324
M04630,chr3:126056465-126066324
M04633,chr3:126056465-126066324
M04729,chr3:126056465-126066324
M04924,chr3:126056465-126066324
M05489,chr3:126056465-126066324
M05603,chr3:126056465-126066324
M05713,chr3:126056465-126066324
M05714,chr3:126056465-126066324
M05946,chr3:126056465-126066324
M05962,chr3:126056465-126066324
M06019,chr3:126056465-126066324
M06021,chr3:126056465-126066324
M06042,chr3:126056465-126066324
M06043,chr3:126056465-126066324
M06044,chr3:126056465-126066324
M06048,chr3:126056465-126066324
M06049,chr3:126056465-126066324
M06051,chr3:126056465-126066324
M06084,chr3:126056465-126066324
M06946,chr3:126056465-126066324
M06950,chr3:126056465-126066324
M07046,chr3:126056465-126066324
M07088,chr3:126056465-126066324
M07089,chr3:126056465-126066324
M07124,chr3:126056465-126066324
M07128,chr3:126056465-126066324
M07207,chr3:126056465-126066324
M07242,chr3:126056465-126066324
M07260,chr3:126056465-126066324
M07276,chr3:126056465-126066324
M07284,chr3:126056465-126066324
M07292,chr3:126056465-126066324
M07305,chr3:126056465-126066324
M07344,chr3:126056465-126066324
M07345,chr3:126056465-126066324
M07351,chr3:126056465-126066324
M07357,chr3:126056465-126066324
M07382,chr3:126056465-126066324
M07411,chr3:126056465-126066324
M07433,chr3:126056465-126066324
M07604,chr3:126056465-126066324
M07605,chr3:126056465-126066324
M07968,chr3:126056465-126066324
M07969,chr3:126056465-126066324
M08008,chr3:126056465-126066324
M08281,chr3:126056465-126066324
M08282,chr3:126056465-126066324
M08283,chr3:126056465-126066324
M08284,chr3:126056465-126066324
M08285,chr3:126056465-126066324
M08289,chr3:126056465-126066324
M08445,chr3:126056465-126066324
M08468,chr3:126056465-126066324
M08469,chr3:126056465-126066324
M08470,chr3:126056465-126066324
M08471,chr3:126056465-126066324
M08472,chr3:126056465-126066324
M08481,chr3:126056465-126066324
M08487,chr3:126056465-126066324
M08510,chr3:126056465-126066324
M08574,chr3:126056465-126066324
M08637,chr3:126056465-126066324
M08656,chr3:126056465-126066324
M08741,chr3:126056465-126066324
M08766,chr3:126056465-126066324
M08785,chr3:126056465-126066324
M08792,chr3:126056465-126066324
M08793,chr3:126056465-126066324
M08794,chr3:126056465-126066324
M08835,chr3:126056465-126066324
M08865,chr3:126056465-126066324
M08866,chr3:126056465-126066324
M08880,chr3:126056465-126066324
M08881,chr3:126056465-126066324
M08899,chr3:126056465-126066324
M08902,chr3:126056465-126066324
M08913,chr3:126056465-126066324
M08948,chr3:126056465-126066324
M08975,chr3:126056465-126066324
M09275,chr3:126056465-126066324
M09598,chr3:126056465-126066324
M09608,chr3:126056465-126066324
M09613,chr3:126056465-126066324
M09653,chr3:126056465-126066324
M09679,chr3:126056465-126066324
M09685,chr3:126056465-126066324
M09885,chr3:126056465-126066324
M09907,chr3:126056465-126066324
M09920,chr3:126056465-126066324
M09949,chr3:126056465-126066324
M09975,chr3:126056465-126066324
M10052,chr3:126056465-126066324
M10053,chr3:126056465-126066324
M10091,chr3:126056465-126066324
M10198,chr3:126056465-126066324
M10222,chr3:126056465-126066324
M10234,chr3:126056465-126066324
M10262,chr3:126056465-126066324
M10281,chr3:126056465-126066324
M10348,chr3:126056465-126066324
M10360,chr3:126056465-126066324
M00078,chr3:126301125-126301419
M00086,chr3:126301125-126301419
M00087,chr3:126301125-126301419
M00088,chr3:126301125-126301419
M00141,chr3:126301125-126301419
M00616,chr3:126301125-126301419
M00679,chr3:126301125-126301419
M00751,chr3:126301125-126301419
M00771,chr3:126301125-126301419
M00971,chr3:126301125-126301419
M00977,chr3:126301125-126301419
M00978,chr3:126301125-126301419
M00984,chr3:126301125-126301419
M01014,chr3:126301125-126301419
M01022,chr3:126301125-126301419
M01169,chr3:126301125-126301419
M01208,chr3:126301125-126301419
M01596,chr3:126301125-126301419
M01657,chr3:126301125-126301419
M01809,chr3:126301125-126301419
M01871,chr3:126301125-126301419
M01892,chr3:126301125-126301419
M02019,chr3:126301125-126301419
M02038,chr3:126301125-126301419
M02073,chr3:126301125-126301419
M02267,chr3:126301125-126301419
M02774,chr3:126301125-126301419
M02893,chr3:126301125-126301419
M02939,chr3:126301125-126301419
M03155,chr3:126301125-126301419
M03794,chr3:126301125-126301419
M03857,chr3:126301125-126301419
M03888,chr3:126301125-126301419
M03955,chr3:126301125-126301419
M03964,chr3:126301125-126301419
M03976,chr3:126301125-126301419
M03989,chr3:126301125-126301419
M04003,chr3:126301125-126301419
M04431,chr3:126301125-126301419
M04630,chr3:126301125-126301419
M04633,chr3:126301125-126301419
M04729,chr3:126301125-126301419
M04924,chr3:126301125-126301419
M05489,chr3:126301125-126301419
M05713,chr3:126301125-126301419
M05714,chr3:126301125-126301419
M05946,chr3:126301125-126301419
M05962,chr3:126301125-126301419
M06019,chr3:126301125-126301419
M06021,chr3:126301125-126301419
M06051,chr3:126301125-126301419
M06084,chr3:126301125-126301419
M07046,chr3:126301125-126301419
M07088,chr3:126301125-126301419
M07089,chr3:126301125-126301419
M07128,chr3:126301125-126301419
M07207,chr3:126301125-126301419
M07260,chr3:126301125-126301419
M07284,chr3:126301125-126301419
M07344,chr3:126301125-126301419
M07345,chr3:126301125-126301419
M07351,chr3:126301125-126301419
M07382,chr3:126301125-126301419
M07411,chr3:126301125-126301419
M07433,chr3:126301125-126301419
M07605,chr3:126301125-126301419
M08008,chr3:126301125-126301419
M08283,chr3:126301125-126301419
M08284,chr3:126301125-126301419
M08285,chr3:126301125-126301419
M08289,chr3:126301125-126301419
M08445,chr3:126301125-126301419
M08471,chr3:126301125-126301419
M08481,chr3:126301125-126301419
M08487,chr3:126301125-126301419
M08637,chr3:126301125-126301419
M08656,chr3:126301125-126301419
M08741,chr3:126301125-126301419
M08835,chr3:126301125-126301419
M08880,chr3:126301125-126301419
M08881,chr3:126301125-126301419
M08899,chr3:126301125-126301419
M08902,chr3:126301125-126301419
M08913,chr3:126301125-126301419
M08948,chr3:126301125-126301419
M09598,chr3:126301125-126301419
M09613,chr3:126301125-126301419
M09679,chr3:126301125-126301419
M09685,chr3:126301125-126301419
M09885,chr3:126301125-126301419
M09907,chr3:126301125-126301419
M09920,chr3:126301125-126301419
M09975,chr3:126301125-126301419
M10091,chr3:126301125-126301419
M10198,chr3:126301125-126301419
M10222,chr3:126301125-126301419
M10234,chr3:126301125-126301419
M10281,chr3:126301125-126301419
M10348,chr3:126301125-126301419
M00011,chr3:161644916-161645163
M00078,chr3:161644916-161645163
M00079,chr3:161644916-161645163
M00080,chr3:161644916-161645163
M00086,chr3:161644916-161645163
M00088,chr3:161644916-161645163
M00261,chr3:161644916-161645163
M00271,chr3:161644916-161645163
M00616,chr3:161644916-161645163
M00679,chr3:161644916-161645163
M00731,chr3:161644916-161645163
M00751,chr3:161644916-161645163
M00769,chr3:161644916-161645163
M00771,chr3:161644916-161645163
M00971,chr3:161644916-161645163
M00975,chr3:161644916-161645163
M00977,chr3:161644916-161645163
M00978,chr3:161644916-161645163
M00984,chr3:161644916-161645163
M01022,chr3:161644916-161645163
M01169,chr3:161644916-161645163
M01208,chr3:161644916-161645163
M01231,chr3:161644916-161645163
M01348,chr3:161644916-161645163
M01658,chr3:161644916-161645163
M01752,chr3:161644916-161645163
M01809,chr3:161644916-161645163
M01856,chr3:161644916-161645163
M01871,chr3:161644916-161645163
M01985,chr3:161644916-161645163
M02038,chr3:161644916-161645163
M02062,chr3:161644916-161645163
M02073,chr3:161644916-161645163
M02084,chr3:161644916-161645163
M02267,chr3:161644916-161645163
M02774,chr3:161644916-161645163
M02789,chr3:161644916-161645163
M02878,chr3:161644916-161645163
M02893,chr3:161644916-161645163
M03155,chr3:161644916-161645163
M03560,chr3:161644916-161645163
M03794,chr3:161644916-161645163
M03964,chr3:161644916-161645163
M03975,chr3:161644916-161645163
M03976,chr3:161644916-161645163
M03988,chr3:161644916-161645163
M03989,chr3:161644916-161645163
M04003,chr3:161644916-161645163
M04099,chr3:161644916-161645163
M04100,chr3:161644916-161645163
M04107,chr3:161644916-161645163
M04108,chr3:161644916-161645163
M04431,chr3:161644916-161645163
M04633,chr3:161644916-161645163
M04729,chr3:161644916-161645163
M04924,chr3:161644916-161645163
M05489,chr3:161644916-161645163
M05713,chr3:161644916-161645163
M05714,chr3:161644916-161645163
M05946,chr3:161644916-161645163
M06021,chr3:161644916-161645163
M06042,chr3:161644916-161645163
M06043,chr3:161644916-161645163
M06044,chr3:161644916-161645163
M06051,chr3:161644916-161645163
M07046,chr3:161644916-161645163
M07088,chr3:161644916-161645163
M07089,chr3:161644916-161645163
M07124,chr3:161644916-161645163
M07207,chr3:161644916-161645163
M07242,chr3:161644916-161645163
M07276,chr3:161644916-161645163
M07284,chr3:161644916-161645163
M07305,chr3:161644916-161645163
M07345,chr3:161644916-161645163
M07351,chr3:161644916-161645163
M07382,chr3:161644916-161645163
M07604,chr3:161644916-161645163
M07605,chr3:161644916-161645163
M08008,chr3:161644916-161645163
M08282,chr3:161644916-161645163
M08284,chr3:161644916-161645163
M08285,chr3:161644916-161645163
M08445,chr3:161644916-161645163
M08468,chr3:161644916-161645163
M08470,chr3:161644916-161645163
M08471,chr3:161644916-161645163
M08472,chr3:161644916-161645163
M08481,chr3:161644916-161645163
M08574,chr3:161644916-161645163
M08637,chr3:161644916-161645163
M08656,chr3:161644916-161645163
M08741,chr3:161644916-161645163
M08785,chr3:161644916-161645163
M08793,chr3:161644916-161645163
M08794,chr3:161644916-161645163
M08865,chr3:161644916-161645163
M08866,chr3:161644916-161645163
M08880,chr3:161644916-161645163
M08881,chr3:161644916-161645163
M08899,chr3:161644916-161645163
M08902,chr3:161644916-161645163
M08913,chr3:161644916-161645163
M08948,chr3:161644916-161645163
M08975,chr3:161644916-161645163
M09275,chr3:161644916-161645163
M09598,chr3:161644916-161645163
M09608,chr3:161644916-161645163
M09613,chr3:161644916-161645163
M09653,chr3:161644916-161645163
M09679,chr3:161644916-161645163
M09685,chr3:161644916-161645163
M09885,chr3:161644916-161645163
M09907,chr3:161644916-161645163
M09920,chr3:161644916-161645163
M09949,chr3:161644916-161645163
M10052,chr3:161644916-161645163
M10053,chr3:161644916-161645163
M10091,chr3:161644916-161645163
M10198,chr3:161644916-161645163
M10222,chr3:161644916-161645163
M10234,chr3:161644916-161645163
M10262,chr3:161644916-161645163
M10348,chr3:161644916-161645163
M10360,chr3:161644916-161645163
M00011,chr3:170418278-170422251
